# Value,	Probability
8.000000	0.000000
8.040404	0.010102
8.080808	0.020204
8.121212	0.030306
8.161616	0.040408
8.202020	0.050510
8.242424	0.060612
8.282828	0.070714
8.323232	0.080816
8.363636	0.090918
8.404040	0.101020
8.444444	0.111122
8.484848	0.121224
8.525253	0.131327
8.565657	0.141429
8.606061	0.151531
8.646465	0.161633
8.686869	0.171735
8.727273	0.181837
8.767677	0.191939
8.808081	0.202041
8.848485	0.212143
8.888889	0.222245
8.929293	0.232347
8.969697	0.242449
9.010101	0.252551
9.050505	0.262653
9.090909	0.272755
9.131313	0.282857
9.171717	0.292959
9.212121	0.303061
9.252525	0.313163
9.292929	0.323265
9.333333	0.333367
9.373737	0.343469
9.414141	0.353571
9.454545	0.363673
9.494949	0.373776
9.535354	0.383878
9.575758	0.393980
9.616162	0.404082
9.656566	0.414184
9.696970	0.424286
9.737374	0.434388
9.777778	0.444490
9.818182	0.454592
9.858586	0.464694
9.898990	0.474796
9.939394	0.484898
9.979798	0.495000
10.020202	0.495000
10.060606	0.484898
10.101010	0.474796
10.141414	0.464694
10.181818	0.454592
10.222222	0.444490
10.262626	0.434388
10.303030	0.424286
10.343434	0.414184
10.383838	0.404082
10.424242	0.393980
10.464646	0.383878
10.505051	0.373776
10.545455	0.363673
10.585859	0.353571
10.626263	0.343469
10.666667	0.333367
10.707071	0.323265
10.747475	0.313163
10.787879	0.303061
10.828283	0.292959
10.868687	0.282857
10.909091	0.272755
10.949495	0.262653
10.989899	0.252551
11.030303	0.242449
11.070707	0.232347
11.111111	0.222245
11.151515	0.212143
11.191919	0.202041
11.232323	0.191939
11.272727	0.181837
11.313131	0.171735
11.353535	0.161633
11.393939	0.151531
11.434343	0.141429
11.474747	0.131327
11.515152	0.121224
11.555556	0.111122
11.595960	0.101020
11.636364	0.090918
11.676768	0.080816
11.717172	0.070714
11.757576	0.060612
11.797980	0.050510
11.838384	0.040408
11.878788	0.030306
11.919192	0.020204
11.959596	0.010102
12.000000	0.000000
