# Value,	Probability
2.100000	0.000268
2.140404	0.000369
2.180808	0.000504
2.221212	0.000685
2.261616	0.000926
2.302020	0.001242
2.342424	0.001655
2.382828	0.002192
2.423232	0.002883
2.463636	0.003768
2.504040	0.004893
2.544444	0.006312
2.584848	0.008090
2.625253	0.010301
2.665657	0.013031
2.706061	0.016377
2.746465	0.020449
2.786869	0.025366
2.827273	0.031261
2.867677	0.038275
2.908081	0.046557
2.948485	0.056264
2.988889	0.067552
3.029293	0.080576
3.069697	0.095486
3.110101	0.112418
3.150505	0.131492
3.190909	0.152801
3.231313	0.176407
3.271717	0.202335
3.312121	0.230562
3.352525	0.261018
3.392929	0.293574
3.433333	0.328041
3.473737	0.364169
3.514141	0.401644
3.554545	0.440093
3.594949	0.479084
3.635354	0.518135
3.675758	0.556721
3.716162	0.594288
3.756566	0.630261
3.796970	0.664060
3.837374	0.695119
3.877778	0.722894
3.918182	0.746886
3.958586	0.766651
3.998990	0.781818
4.039394	0.792095
4.079798	0.797285
4.120202	0.797285
4.160606	0.792095
4.201010	0.781818
4.241414	0.766651
4.281818	0.746886
4.322222	0.722894
4.362626	0.695119
4.403030	0.664060
4.443434	0.630261
4.483838	0.594288
4.524242	0.556721
4.564646	0.518135
4.605051	0.479084
4.645455	0.440093
4.685859	0.401644
4.726263	0.364169
4.766667	0.328041
4.807071	0.293574
4.847475	0.261018
4.887879	0.230562
4.928283	0.202335
4.968687	0.176407
5.009091	0.152801
5.049495	0.131492
5.089899	0.112418
5.130303	0.095486
5.170707	0.080576
5.211111	0.067552
5.251515	0.056264
5.291919	0.046557
5.332323	0.038275
5.372727	0.031261
5.413131	0.025366
5.453535	0.020449
5.493939	0.016377
5.534343	0.013031
5.574747	0.010301
5.615152	0.008090
5.655556	0.006312
5.695960	0.004893
5.736364	0.003768
5.776768	0.002883
5.817172	0.002192
5.857576	0.001655
5.897980	0.001242
5.938384	0.000926
5.978788	0.000685
6.019192	0.000504
6.059596	0.000369
6.100000	0.000268
