# Age	Probability
6.975	0.0
6.9799999999999995	0.0
6.984999999999999	0.0
6.989999999999999	0.0
6.994999999999999	0.0
6.999999999999999	0.0
7.004999999999999	0.0
7.009999999999999	0.0
7.014999999999999	0.0
7.019999999999999	0.0
7.024999999999999	0.0
7.0299999999999985	0.0
7.034999999999998	0.0
7.039999999999998	0.0
7.044999999999998	0.0
7.049999999999998	0.0
7.054999999999998	0.0
7.059999999999998	0.0
7.064999999999998	0.0
7.069999999999998	0.0
7.0749999999999975	0.0
7.079999999999997	0.0
7.084999999999997	0.0
7.089999999999997	0.0
7.094999999999997	0.0
7.099999999999997	0.0
7.104999999999997	0.0
7.109999999999997	0.0
7.114999999999997	0.0
7.1199999999999966	0.0
7.1249999999999964	0.0
7.129999999999996	0.0
7.134999999999996	0.0
7.139999999999996	0.0
7.144999999999996	0.0
7.149999999999996	0.0
7.154999999999996	0.0
7.159999999999996	0.0
7.164999999999996	0.0
7.1699999999999955	0.0
7.174999999999995	0.0
7.179999999999995	0.0
7.184999999999995	0.0
7.189999999999995	0.0
7.194999999999995	0.0
7.199999999999995	0.0
7.204999999999995	0.0
7.209999999999995	0.0
7.2149999999999945	0.0
7.219999999999994	0.0
7.224999999999994	0.0
7.229999999999994	0.0
7.234999999999994	0.0
7.239999999999994	0.0
7.244999999999994	0.0
7.249999999999994	0.0
7.254999999999994	0.0
7.259999999999994	0.0
7.2649999999999935	0.0
7.269999999999993	0.0
7.274999999999993	0.0
7.279999999999993	0.0
7.284999999999993	0.0
7.289999999999993	0.0
7.294999999999993	0.0
7.299999999999993	0.0
7.304999999999993	0.0
7.3099999999999925	0.0
7.314999999999992	0.0
7.319999999999992	0.0
7.324999999999992	0.0
7.329999999999992	0.0
7.334999999999992	0.0
7.339999999999992	0.0
7.344999999999992	0.0
7.349999999999992	0.0
7.3549999999999915	0.0
7.359999999999991	0.0
7.364999999999991	0.0
7.369999999999991	0.0
7.374999999999991	0.0
7.379999999999991	0.0
7.384999999999991	0.0
7.389999999999991	0.0
7.394999999999991	0.0
7.399999999999991	0.0
7.4049999999999905	0.0
7.40999999999999	0.0
7.41499999999999	0.0
7.41999999999999	0.0
7.42499999999999	0.0
7.42999999999999	0.0
7.43499999999999	0.0
7.43999999999999	0.0
7.44499999999999	0.0
7.4499999999999895	0.0
7.454999999999989	0.0
7.459999999999989	0.0
7.464999999999989	0.0
7.469999999999989	0.0
7.474999999999989	0.0
7.479999999999989	0.0
7.484999999999989	0.0
7.489999999999989	0.0
7.494999999999989	0.0
7.4999999999999885	0.0
7.504999999999988	0.0
7.509999999999988	0.0
7.514999999999988	0.0
7.519999999999988	0.0
7.524999999999988	0.0
7.529999999999988	0.0
7.534999999999988	0.0
7.539999999999988	0.0
7.5449999999999875	0.0
7.549999999999987	0.0
7.554999999999987	0.0
7.559999999999987	0.0
7.564999999999987	0.0
7.569999999999987	0.0
7.574999999999987	0.0
7.579999999999987	0.0
7.584999999999987	0.0
7.5899999999999865	0.0
7.594999999999986	0.0
7.599999999999986	0.0
7.604999999999986	0.0
7.609999999999986	0.0
7.614999999999986	0.0
7.619999999999986	0.0
7.624999999999986	0.0
7.629999999999986	0.0
7.634999999999986	0.0
7.6399999999999855	0.0
7.644999999999985	0.0
7.649999999999985	0.0
7.654999999999985	0.0
7.659999999999985	0.0
7.664999999999985	0.0
7.669999999999985	0.0
7.674999999999985	0.0
7.679999999999985	0.0
7.6849999999999845	0.0
7.689999999999984	0.0
7.694999999999984	0.0
7.699999999999984	0.0
7.704999999999984	0.0
7.709999999999984	0.0
7.714999999999984	0.0
7.719999999999984	0.0
7.724999999999984	0.0
7.7299999999999836	0.0
7.7349999999999834	0.0
7.739999999999983	0.0
7.744999999999983	0.0
7.749999999999983	0.0
7.754999999999983	0.0
7.759999999999983	0.0
7.764999999999983	0.0
7.769999999999983	0.0
7.774999999999983	0.0
7.7799999999999825	0.0
7.784999999999982	0.0
7.789999999999982	0.0
7.794999999999982	0.0
7.799999999999982	0.0
7.804999999999982	0.0
7.809999999999982	0.0
7.814999999999982	0.0
7.819999999999982	0.0
7.8249999999999815	0.0
7.829999999999981	0.0
7.834999999999981	0.0
7.839999999999981	0.0
7.844999999999981	0.0
7.849999999999981	0.0
7.854999999999981	0.0
7.859999999999981	0.0
7.864999999999981	0.0
7.869999999999981	0.0
7.8749999999999805	0.0
7.87999999999998	0.0
7.88499999999998	0.0
7.88999999999998	0.0
7.89499999999998	0.0
7.89999999999998	0.0
7.90499999999998	0.0
7.90999999999998	0.0
7.91499999999998	0.0
7.9199999999999795	0.0
7.924999999999979	0.0
7.929999999999979	0.0
7.934999999999979	0.0
7.939999999999979	0.0
7.944999999999979	0.0
7.949999999999979	0.0
7.954999999999979	0.0
7.959999999999979	0.0
7.9649999999999785	0.0
7.969999999999978	0.0
7.974999999999978	0.0
7.979999999999978	0.0
7.984999999999978	0.0
7.989999999999978	0.0
7.994999999999978	0.0
7.999999999999978	0.0
8.004999999999978	0.0
8.009999999999977	0.0
8.014999999999977	0.0
8.019999999999978	0.0
8.024999999999977	0.0
8.029999999999976	0.0
8.034999999999977	0.0
8.039999999999978	0.0
8.044999999999977	0.0
8.049999999999976	0.0
8.054999999999977	0.0
8.059999999999977	0.0
8.064999999999976	0.0
8.069999999999975	0.0
8.074999999999976	1.2610049204733852e-10
8.079999999999977	1.628094991591836e-10
8.084999999999976	1.9844988331141844e-10
8.089999999999975	2.40050269629927e-10
8.094999999999976	2.790736613724605e-10
8.099999999999977	3.246079949638841e-10
8.104999999999976	3.7478566303615755e-10
8.109999999999975	4.3571852735254423e-10
8.114999999999975	5.157310843229816e-10
8.119999999999976	6.204938344411043e-10
8.124999999999975	7.622458685739378e-10
8.129999999999974	9.212846056219188e-10
8.134999999999975	1.1098631043588194e-09
8.139999999999976	1.33544993658652e-09
8.144999999999975	1.5759712678108696e-09
8.149999999999974	1.8043631480225597e-09
8.154999999999974	1.9775693167912552e-09
8.159999999999975	2.1497216676697484e-09
8.164999999999974	2.330589069420289e-09
8.169999999999973	2.52389646930871e-09
8.174999999999974	2.789470031333596e-09
8.179999999999975	3.122595882552193e-09
8.184999999999974	3.577176407739013e-09
8.189999999999973	4.185264631919504e-09
8.194999999999974	4.837903475364789e-09
8.199999999999974	5.505502224267852e-09
8.204999999999973	6.125964766663067e-09
8.209999999999972	6.633650942849425e-09
8.214999999999973	7.075830766905051e-09
8.219999999999974	7.520999045044792e-09
8.224999999999973	8.100394329974418e-09
8.229999999999972	8.77330615518505e-09
