# Age (1.0e+03yr)	Probability
6.975	1.2062264096483642e-05
6.98	1.4703713610730848e-05
6.985	1.833450356161099e-05
6.99	2.158891100510894e-05
6.995	2.5477158325840655e-05
7.0	3.015136598248723e-05
7.005	3.3243068778844064e-05
7.01	3.485928196553573e-05
7.015	3.6926312662865296e-05
7.02	3.916864224675113e-05
7.025	4.073881046551438e-05
7.03	4.194898354065551e-05
7.035	4.3267951710728614e-05
7.04	4.405934354496628e-05
7.045	4.611475225776743e-05
7.05	4.599414849202462e-05
7.055	4.698029863750731e-05
7.06	4.727067035473945e-05
7.065	4.707875775222492e-05
7.07	4.803693137221883e-05
7.075	5.2693574975186886e-05
7.08	5.752832055544901e-05
7.085	6.649130692906758e-05
7.09	7.587177648973031e-05
7.095	8.577587435126869e-05
7.1	0.00010215934916293325
7.105	0.00011531704981345691
7.11	0.00012689585828516857
7.115	0.00013625947658668278
7.12	0.00014218061789641798
7.125	0.00014293781165619106
7.13	0.00013940968292761862
7.135	0.00013170125138590476
7.14	0.00011853364239225748
7.145	0.00010567854866309482
7.15	9.242466870924355e-05
7.155	8.396787086353609e-05
7.16	7.797607477120458e-05
7.165	7.29165629599783e-05
7.17	7.373107407455942e-05
7.175	7.670134570817596e-05
7.18	8.141884624991517e-05
7.185	8.544105063519567e-05
7.19	9.577311277844941e-05
7.195	0.00010445421524373459
7.2	0.00011587028969024766
7.205	0.0001315023689205709
7.21	0.00014879933604361676
7.215	0.0001629492869934959
7.22	0.00017875038164915491
7.225	0.0001935856258959329
7.23	0.00020288949092110424
7.235	0.00021286867294117176
7.24	0.00022394324687281055
7.245	0.00023181843518886371
7.25	0.00023860389976555535
7.255	0.000240803618499264
7.26	0.0002450526452211203
7.265	0.000250183498860908
7.27	0.0002545834000176838
7.275	0.0002647637897386288
7.28	0.0002811974170193999
7.285	0.0002960694022178017
7.29	0.0003109143988116928
7.295	0.00032554178369501084
7.3	0.0003322665975428368
7.305	0.0003280926958207065
7.31	0.00032100754700763537
7.315	0.0003122372995250052
7.32	0.00030464566294641877
7.325	0.00029617790259298007
7.33	0.00029312484268838253
7.335	0.0002904848535854596
7.34	0.0002837544908975656
7.345	0.0002814176818445158
7.35	0.00028421781464033
7.355	0.0002865723380121036
7.36	0.00029605253860549445
7.365	0.00031562130568296346
7.37	0.0003443153593640349
7.375	0.0003821558668641127
7.38	0.00042070046669202897
7.385	0.0004596608445343367
7.39	0.0005010088375927612
7.395	0.0005308588124658245
7.4	0.0005606241003862389
7.405	0.0005905465267460264
7.41	0.0006134079616813228
7.415	0.0006404141576036963
7.42	0.000670024478458717
7.425	0.0006991261354386647
7.43	0.0007285871816094142
7.435	0.0007565548565129043
7.44	0.0007736663095883358
7.445	0.000788012417770263
7.45	0.0007921815565010507
7.455	0.0008005764964134221
7.46	0.0008096848413383749
7.465	0.0008362151244131843
7.47	0.0008634123771830087
7.475	0.000907279316238196
7.48	0.0009621493634565362
7.485	0.0010194735696685596
7.49	0.001086418124644288
7.495	0.001143304204735583
7.5	0.0012042230576991672
7.505	0.001263425911751598
7.51	0.0013177282741857355
7.515	0.0013767188021421275
7.52	0.001421769194941604
7.525	0.0014653743993906462
7.53	0.0014862748658121593
7.535	0.0015042577923418956
7.54	0.001502570708284075
7.545	0.0014898963965026732
7.55	0.001474455700879575
7.555	0.0014523469550296985
7.56	0.001447634338594292
7.565	0.0014486955020944798
7.57	0.001476101602513009
7.575	0.0015199758336610623
7.58	0.0015902296863543977
7.585	0.0016825988381951225
7.59	0.00178726569320614
7.595	0.0018972521189196733
7.6	0.0020012170636175587
7.605	0.0020982053209208516
7.61	0.0021783523725496193
7.615	0.0022457416991451106
7.62	0.0022982560571719137
7.625	0.0023467658630000722
7.63	0.002395324110114402
7.635	0.0024397542992957
7.64	0.0024973506154124508
7.645	0.002556988811789639
7.65	0.0026303640244757245
7.655	0.002710091387368099
7.66	0.0027839272926709437
7.665	0.002867810079783657
7.67	0.0029454412986911816
7.675	0.003017341983037747
7.68	0.003074454705428108
7.685	0.0031221502713314458
7.69	0.0031828678446912013
7.695	0.0032442050539395998
7.7	0.0033166471029152877
7.705	0.003408313702648835
7.71	0.0034896047096180612
7.715	0.003585874348836393
7.72	0.003673850636656861
7.725	0.003773278824198462
7.73	0.0038660001173406893
7.735	0.0039750116494948915
7.74	0.004098490631423574
7.745	0.0042557775174197395
7.75	0.004432137764220157
7.755	0.004612874551158796
7.76	0.004785511814857595
7.765	0.004969190388637945
7.77	0.005109435026797629
7.775	0.005262528806947398
7.78	0.00538275039823167
7.785	0.0055075059366401155
7.79	0.005609934420022108
7.795	0.005715903941806436
7.8	0.005818350464715867
7.805	0.005929243355202011
7.81	0.006047798148784415
7.815	0.006187183247704104
7.82	0.006339275189561472
7.825	0.006528272827734788
7.83	0.006709102483342288
7.835	0.006908657571494937
7.84	0.00709227485805107
7.845	0.007251747175934658
7.85	0.007379985977043589
7.855	0.007495542059876422
7.86	0.007633653191947734
7.865	0.007790006625975069
7.87	0.00797942973981098
7.875	0.008197669098707632
7.88	0.008454820889815787
7.885	0.008743457545718326
7.89	0.009031526809054264
7.895	0.009277242538284991
7.9	0.00951512989104342
7.905	0.009707707817345233
7.91	0.009917812480938721
7.915	0.010142481091503877
7.92	0.010359474549037684
7.925	0.010584587087058847
7.93	0.010859497205493453
7.935	0.011122020912122657
7.94	0.011400927158911698
7.945	0.011677751238768594
7.95	0.011982056530778763
7.955	0.012298471485504036
7.96	0.01266822287373532
7.965	0.013070443920570447
7.97	0.013528528265938266
7.975	0.01396552776672006
7.98	0.014409293817915237
7.985	0.014812955356075895
7.99	0.015167033695940949
7.995	0.015441771814261237
8.0	0.015768402074615596
8.005	0.016029320779029625
8.01	0.016345798972713363
8.015	0.01669019748731184
8.02	0.017108456560552716
8.025	0.017520034622999447
8.03	0.01798572784451289
8.035	0.0184650457179559
8.04	0.018959482896861533
8.045	0.01940851663095247
8.05	0.019883283886187264
8.055	0.020340556248613886
8.06	0.02079574279759253
8.065	0.021159936001084154
8.07	0.02155400552394356
8.075	0.02183144771520576
8.08	0.02211161924292483
8.085	0.02238358735617833
8.09	0.02274450544823505
8.095	0.023131041715352095
8.1	0.023629118955996762
8.105	0.024217462512993216
8.11	0.02488649715174036
8.115	0.025589305144652057
8.12	0.026335259261391724
8.125	0.0270051876162957
8.13	0.027628023514107706
8.135	0.028195793294319437
8.14	0.028863028273649137
8.145	0.02955229219069206
8.15	0.03031702486239614
8.155	0.031099733602994287
8.16	0.0319386220407235
8.165	0.0327057332688759
8.17	0.03342930435842784
8.175	0.034001975312578196
8.18	0.03439495313787609
8.185	0.03467870104378853
8.19	0.035044218868708246
8.195	0.035507192602668596
8.2	0.03614234116710571
8.205	0.0368893377358753
8.21	0.03779245090368925
8.215	0.03876213624066659
8.22	0.03972135464029253
8.225	0.04052899622906345
8.23	0.04130630917346271
8.235	0.041902109552055276
8.24	0.04247938303658213
8.245	0.04310285933101409
8.25	0.04383449186335597
8.255	0.04464580844724765
8.26	0.045555060879864724
8.265	0.046405861298335446
8.27	0.04727774041394064
8.275	0.048092891140652724
8.28	0.04887596237275813
8.285	0.049636515946524525
8.29	0.05052038401921966
8.295	0.051306208704522085
