# Age	Probability
6.975	3.0155658631380527e-06
6.9799999999999995	3.675928206446978e-06
6.984999999999999	4.583625645710482e-06
6.989999999999999	5.397227463151696e-06
6.994999999999999	6.369289241442086e-06
6.999999999999999	7.537841093221766e-06
7.004999999999999	8.31076675104921e-06
7.009999999999999	8.714820026152228e-06
7.014999999999999	9.231577672898027e-06
7.019999999999999	9.79216003894337e-06
7.024999999999999	1.0184702072678693e-05
7.0299999999999985	1.0487245325313049e-05
7.034999999999998	1.0816987350228379e-05
7.039999999999998	1.1014835298225934e-05
7.044999999999998	1.1528687448994645e-05
7.049999999999998	1.1498536509168711e-05
7.054999999999998	1.1745074032378135e-05
7.059999999999998	1.1817666957810936e-05
7.064999999999998	1.1769688809743617e-05
7.069999999999998	1.4770268317213999e-05
7.0749999999999975	1.6988261729784486e-05
7.079999999999997	1.928943052706024e-05
7.084999999999997	2.2373548341429555e-05
7.089999999999997	2.559114446868772e-05
7.094999999999997	2.886324358813368e-05
7.099999999999997	3.3459593502639415e-05
7.104999999999997	3.700894491210516e-05
7.109999999999997	3.984749203879764e-05
7.114999999999997	4.212700059335769e-05
7.1199999999999966	4.3170172639246935e-05
7.1249999999999964	4.3190476125102796e-05
7.129999999999996	4.225018338039508e-05
7.134999999999996	4.064609549556622e-05
7.139999999999996	3.825403072866891e-05
7.144999999999996	3.6029860984525086e-05
7.149999999999996	3.415136059909055e-05
7.154999999999996	3.326359732306598e-05
7.159999999999996	3.2776067497362354e-05
7.164999999999996	3.225382122982231e-05
7.1699999999999955	3.246521989940569e-05
7.174999999999995	3.3366201356780986e-05
7.179999999999995	3.4846591867421676e-05
7.184999999999995	3.625854169938553e-05
7.189999999999995	3.9805655158803276e-05
7.194999999999995	4.3465810120611875e-05
7.199999999999995	4.8004506668104346e-05
7.204999999999995	5.41526779567646e-05
7.209999999999995	6.064043626413996e-05
7.2149999999999945	6.61175490307712e-05
7.219999999999994	7.123735082524549e-05
7.224999999999994	7.553210628670933e-05
7.229999999999994	7.761188597942653e-05
7.234999999999994	7.912543315004331e-05
7.239999999999994	7.948253598209659e-05
7.244999999999994	7.831894259889617e-05
