-11456	0
-11451	2.6061e-7
-11446	1.56e-7
-11441	4.686e-7
-11436	3.646e-7
-11431	5.2e-8
-11426	3.1261e-7
-11421	2.6061e-7
-11416	1.56e-7
-11411	6.252e-7
-11406	4.166e-7
-11401	3.646e-7
-11396	1.04e-7
-11391	4.166e-7
-11386	4.166e-7
-11381	2.0861e-7
-11376	3.646e-7
-11371	5.726e-7
-11366	3.1261e-7
-11361	4.686e-7
-11356	2.6061e-7
-11351	3.1261e-7
-11346	4.166e-7
-11341	4.686e-7
-11336	4.166e-7
-11331	2.6061e-7
-11326	4.686e-7
-11321	6.772e-7
-11316	4.166e-7
-11311	4.686e-7
-11306	3.646e-7
-11301	6.252e-7
-11296	4.166e-7
-11291	5.206e-7
-11286	5.726e-7
-11281	7.812e-7
-11276	5.206e-7
-11271	5.206e-7
-11266	7.812e-7
-11261	6.772e-7
-11256	0.0000011458
-11251	9.372e-7
-11246	1.56e-7
-11241	4.686e-7
-11236	6.252e-7
-11231	9.898e-7
-11226	5.726e-7
-11221	7.292e-7
-11216	4.686e-7
-11211	5.206e-7
-11206	4.686e-7
-11201	6.252e-7
-11196	0.0000010418
-11191	5.726e-7
-11186	6.252e-7
-11181	0.0000011978
-11176	0.0000010418
-11171	8.332e-7
-11166	5.206e-7
-11161	9.372e-7
-11156	0.0000010938
-11151	9.372e-7
-11146	0.0000011458
-11141	0.0000013545
-11136	0.0000011458
-11131	8.332e-7
-11126	5.206e-7
-11121	0.0000013545
-11116	0.0000014065
-11111	0.0000013018
-11106	9.372e-7
-11101	0.0000014585
-11096	0.0000017185
-11091	9.372e-7
-11086	0.0000016665
-11081	0.0000016145
-11076	0.0000018751
-11071	8.332e-7
-11066	0.0000012498
-11061	7.812e-7
-11056	0.0000016145
-11051	0.0000012498
-11046	0.0000022917
-11041	0.0000013545
-11036	0.0000011978
-11031	0.0000018751
-11026	0.0000018231
-11021	0.0000017711
-11016	0.0000013545
-11011	0.0000018231
-11006	0.0000019271
-11001	0.0000016145
-10996	0.0000019791
-10991	0.0000025523
-10986	0.0000019271
-10981	0.0000020311
-10976	0.0000023437
-10971	0.0000019791
-10966	0.0000020831
-10961	0.0000021877
-10956	0.0000022397
-10951	0.0000026043
-10946	0.0000019271
-10941	0.0000023957
-10936	0.0000019791
-10931	0.0000026043
-10926	0.0000027083
-10921	0.0000025523
-10916	0.0000023957
-10911	0.0000027603
-10906	0.0000027603
-10901	0.0000027083
-10896	0.0000031249
-10891	0.0000024997
-10886	0.000003229
-10881	0.0000026043
-10876	0.0000026043
-10871	0.000003802
-10866	0.00000349
-10861	0.0000030729
-10856	0.000003334
-10851	0.000003386
-10846	0.0000028643
-10841	0.000004531
-10836	0.000003854
-10831	0.000003438
-10826	0.000003282
-10821	0.000003386
-10816	0.000004844
-10811	0.000004115
-10806	0.000004427
-10801	0.000005156
-10796	0.000004896
-10791	0.00000375
-10786	0.000003698
-10781	0.000004479
-10776	0.000004167
-10771	0.000004583
-10766	0.000005261
-10761	0.000005209
-10756	0.000004427
-10751	0.000005
-10746	0.000005104
-10741	0.000005261
-10736	0.000005833
-10731	0.000004791
-10726	0.000004427
-10721	0.000005104
-10716	0.000005521
-10711	0.00000651
-10706	0.00000599
-10701	0.000006979
-10696	0.000004896
-10691	0.000006042
-10686	0.000006875
-10681	0.000006354
-10676	0.000006146
-10671	0.000005417
-10666	0.000006406
-10661	0.000008073
-10656	0.000005365
-10651	0.000007604
-10646	0.000006979
-10641	0.000008542
-10636	0.000006458
-10631	0.000006406
-10626	0.000007188
-10621	0.000008334
-10616	0.000007917
-10611	0.000007448
-10606	0.000009063
-10601	0.000007708
-10596	0.000008438
-10591	0.00000849
-10586	0.000010209
-10581	0.000009375
-10576	0.00001125
-10571	0.000009896
-10566	0.000010417
-10561	0.000010937
-10556	0.000009948
-10551	0.000010677
-10546	0.000009635
-10541	0.000010677
-10536	0.000010833
-10531	0.000010469
-10526	0.000010937
-10521	0.000011771
-10516	0.000012812
-10511	0.000012031
-10506	0.000012708
-10501	0.000011823
-10496	0.000012708
-10491	0.000013021
-10486	0.000014323
-10481	0.000013438
-10476	0.0000125
-10471	0.000013698
-10466	0.00001224
-10461	0.000013229
-10456	0.000014375
-10451	0.000016562
-10446	0.0000175
-10441	0.000016458
-10436	0.000015209
-10431	0.000014479
-10426	0.000016354
-10421	0.000016198
-10416	0.000016718
-10411	0.000016718
-10406	0.000015469
-10401	0.000018386
-10396	0.000017969
-10391	0.00001901
