# Age (1.0e+03yr)	Probability
6.16	4.38599346983697e-05
6.165	5.106208784723279e-05
6.17	5.4980028236417353e-05
6.175	5.700170199055821e-05
6.18	5.6926442123405164e-05
6.185	5.631986546944992e-05
6.19	5.59902792828727e-05
6.195	5.440046621888113e-05
6.2	5.26940490665754e-05
6.205	5.068608200754523e-05
6.21	4.801865802515178e-05
6.215	4.432040086520719e-05
6.22	4.142300420363238e-05
6.225	3.8859228958159054e-05
6.23	3.7238408910282836e-05
6.235	3.7139771336963415e-05
6.24	3.771836685800084e-05
6.245	4.0643809904702945e-05
6.25	4.522900657954762e-05
6.255	4.850891951530473e-05
6.26	5.442787862330542e-05
6.265	6.066160144996969e-05
6.27	6.646266018093158e-05
6.275	7.11663732178636e-05
6.28	7.604759841230415e-05
6.285	7.617155947466111e-05
6.29	7.673983997546704e-05
6.295	7.437265299136278e-05
6.3	7.512884520432399e-05
6.305	7.45238519948343e-05
6.31	7.535020337006177e-05
6.315	7.773384242530746e-05
6.32	8.216624883252315e-05
6.325	8.608473977520973e-05
6.33	9.154094748985156e-05
6.335	9.608742917136482e-05
6.34	9.87562448124862e-05
6.345	0.00010076816623332441
6.35	0.0001069013389606917
6.355	0.0001086776074539293
6.36	0.00011803640413218352
6.365	0.000124607126240499
6.37	0.00013787292715912813
6.375	0.00015067236241680026
6.38	0.00016138158614823636
6.385	0.00017144170236649216
6.39	0.00017750792458433225
6.395	0.00017831385739832824
6.4	0.000175760580453781
6.405	0.000170759579895412
6.41	0.0001648664801955167
6.415	0.00015800012420457153
6.42	0.0001565132485934284
6.425	0.00015298614255306392
6.43	0.00015418142645569455
6.435	0.00015156904322238734
6.44	0.00014957598667885796
6.445	0.00014854393576872754
6.45	0.00014437322339411207
6.455	0.00014041459149608147
6.46	0.00014293525275220392
6.465	0.00015155436322609304
6.47	0.0001623054829120012
6.475	0.00018144140345494267
6.48	0.00020404132132283227
6.485	0.0002244543986054404
6.49	0.00023921876562214172
6.495	0.00024791396970773495
6.5	0.00025005620307815745
6.505	0.00024743252438069085
6.51	0.00024273622751808246
6.515	0.00024141902782848435
6.52	0.00024397408107664504
6.525	0.0002559957647200322
6.53	0.00027009070952997683
6.535	0.0002879703749059073
6.54	0.0002971369886223422
6.545	0.00030836650338519135
6.55	0.00031116012691547644
6.555	0.00030848649267449936
6.56	0.0003021296662769616
6.565	0.00030433355032942483
6.57	0.0003079821764274706
6.575	0.000322957718729164
6.58	0.00034490238909686417
6.585	0.0003716086514341157
6.59	0.0003950473765664675
6.595	0.0004215905704761501
6.6	0.0004375016153521763
6.605	0.0004437761594039272
6.61	0.00044341544893341356
6.615	0.00044418286374891343
6.62	0.0004455144302422251
6.625	0.0004487820646342142
6.63	0.00045635213496195593
6.635	0.0004752441407137709
6.64	0.000497361478737027
6.645	0.0005259044366684659
6.65	0.0005536868573991532
6.655	0.0005849147617125971
6.66	0.000610154400979776
6.665	0.0006355276894404842
6.67	0.000660009838566614
6.675	0.0006799186302850164
6.68	0.0006967254267230471
6.685	0.0007152332530719784
6.69	0.0007376312252743682
6.695	0.0007575231977451207
6.7	0.0007812507550918252
6.705	0.0008175597025247871
6.71	0.0008451769391701726
6.715	0.0008788563007265425
6.72	0.0009063915554057487
6.725	0.0009400552928838004
6.73	0.0009679387447827537
6.735	0.000984522407182589
6.74	0.000997929193460332
6.745	0.001007648250750263
6.75	0.0010094218710820825
6.755	0.0010078448226956136
6.76	0.001002699258657337
6.765	0.0010016144232706736
6.77	0.0009950243465437175
6.775	0.0010089363953730036
6.78	0.0010254644440730026
6.785	0.0010545835560242314
6.79	0.0010910516866646175
6.795	0.0011321825891553092
6.8	0.0011800236557962848
6.805	0.0012262315189612422
6.81	0.001278585980337309
6.815	0.0013256607929711117
6.82	0.0013739752411393317
6.825	0.0014319584922599803
6.83	0.0014864820048515605
6.835	0.0015506624612099474
6.84	0.0016071366347581706
6.845	0.0016590031553794789
6.85	0.0017021666977752499
6.855	0.0017459396829725782
6.86	0.0017883917910315543
6.865	0.0018399316366268426
6.87	0.0018970649188110795
6.875	0.0019588096614928164
6.88	0.0020487655950724277
6.885	0.0021472297366658846
6.89	0.0022513246531481487
6.895	0.002360404368827659
6.9	0.0024499636904222874
6.905	0.002532032721577055
6.91	0.0026173586247238696
6.915	0.002685483808213891
6.92	0.002731385591979667
6.925	0.0027835681545277007
6.93	0.002821704089970085
6.935	0.002875204568233132
6.94	0.0029236617429689604
6.945	0.002982380915569474
6.95	0.0030440710713995323
6.955	0.0031165737429789974
6.96	0.0031987593151043443
6.965	0.003292997823838239
6.97	0.003401708136206144
6.975	0.0034913446682832833
6.98	0.0035997775424892694
6.985	0.003713821634350151
6.99	0.003811413107908161
6.995	0.003907414238132413
7.0	0.003998440504208807
7.005	0.004098076292874953
7.01	0.004174490901141425
7.015	0.004260422290308242
7.02	0.004339347929051102
7.025	0.004422313930180901
7.03	0.004523364248690045
7.035	0.004628129784999644
7.04	0.004756394295431744
7.045	0.0049122364389902196
7.05	0.005073279368030764
7.055	0.005229187465541301
7.06	0.005384218473806524
7.065	0.005515060352880561
7.07	0.005630368626353946
7.075	0.005726379888321817
7.08	0.005816004297397402
7.085	0.005908190377975292
7.09	0.006004007810991064
7.095	0.006113089434744196
7.1	0.0062341355765723055
7.105	0.006362992042442218
7.11	0.006479308351010453
7.115	0.006622954654680993
7.12	0.006782683690471189
7.125	0.0069565437918809305
7.13	0.007138329078064426
7.135	0.007354323660069813
7.14	0.0076167177882339974
7.145	0.007863403772572145
7.15	0.008138148517140566
7.155	0.00839233098449146
7.16	0.008629840130900577
7.165	0.008822976603877868
7.17	0.008993805239058017
7.175	0.009120780228442678
7.18	0.009229865580818584
7.185	0.009336226726018235
7.19	0.009448503472228522
7.195	0.009592981601440433
7.2	0.009771309852008405
7.205	0.009960264003378684
7.21	0.010209478591811387
7.215	0.010431598344174897
7.22	0.010655816213031206
7.225	0.01084741173459445
7.23	0.011037570344781355
7.235	0.011216470461390179
7.24	0.011399996773701173
7.245	0.011590674345683023
7.25	0.011860435644565848
7.255	0.01218884961538051
7.26	0.012587329663512802
7.265	0.013004624467444083
7.27	0.013450841996820466
7.275	0.013861197735234844
7.28	0.014273707977717593
7.285	0.01464462880510104
7.29	0.014997568477169753
7.295	0.01534278172563492
7.3	0.015657432294581643
7.305	0.016033238317127534
7.31	0.016402511204448477
7.315	0.016774971006300102
7.32	0.01717442133608401
7.325	0.017576270059998057
7.33	0.017964606777644467
7.335	0.018353863546350692
7.34	0.018757312048074824
7.345	0.01913331243986389
7.35	0.019514901623231485
7.355	0.019827120488888284
7.36	0.02015665994512249
7.365	0.020453654662214348
7.37	0.02072880455701404
7.375	0.021047406864321078
7.38	0.021337645175354837
7.385	0.021669781134474535
7.39	0.02208605294362597
7.395	0.022574864565662208
7.4	0.023105603437051325
7.405	0.023675131815832896
7.41	0.0242691159028612
7.415	0.024826751220867034
7.42	0.025377135330513362
7.425	0.025788694741547706
7.43	0.026242593042409623
7.435	0.026585615192593417
7.44	0.02698989070370896
7.445	0.027422235928297675
7.45	0.02787102550885642
7.455	0.028397655765419506
7.46	0.02899079065145136
7.465	0.029647602856506507
7.47	0.030310958110184104
7.475	0.031015859089479555
7.48	0.031720031019225936
7.485	0.032488153496674714
7.49	0.03330834994102325
7.495	0.03417422288557095
7.5	0.035138045761152856
7.505	0.0360605686175139
7.51	0.03700528589815703
7.515	0.03791087205569283
7.52	0.03871277692530279
7.525	0.03941709692535734
7.53	0.03999026634724176
7.535	0.04054354409897115
7.54	0.04110507761104622
7.545	0.041751015115258396
7.55	0.04242530984052432
7.555	0.043238488724897724
7.56	0.044025006893807304
7.565	0.04489316710048236
7.57	0.04572398268911278
7.575	0.04648696673256935
7.58	0.04722929400804841
7.585	0.04790640510194537
7.59	0.048514507942429445
7.595	0.04918049323859596
7.6	0.0498234353079557
7.605	0.05051753132543134
7.61	0.05125719584067931
7.615	0.05209721006954252
7.62	0.052979685420018276
7.625	0.053998951895728925
7.63	0.055060570913035574
7.635	0.05622428064256749
7.64	0.057483190021033546
7.645	0.05867981404076759
7.65	0.059884957668061595
7.655	0.061124915686133874
7.66	0.06222225197708885
7.665	0.0632696321010911
7.67	0.06419263495157537
7.675	0.06504896159184824
7.68	0.06587031204842184
7.685	0.06673882866853398
7.69	0.0676690263272653
7.695	0.06867843586978271
7.7	0.06975849536781195
7.705	0.0708665320470934
7.71	0.07207561724421842
7.715	0.07331508006938137
7.72	0.07447394536422573
7.725	0.07567113478859759
7.73	0.07699840264886816
7.735	0.07834069252285682
7.74	0.07983779071704576
7.745	0.08141696677277835
7.75	0.08304223878861516
7.755	0.0846000139512562
7.76	0.08614222522561281
7.765	0.08751462252503171
7.77	0.08886720855191578
7.775	0.09009895387733297
7.78	0.09128148475854635
7.785	0.09251287594339595
7.79	0.09379967071306816
7.795	0.09514262051484615
7.8	0.0965815321435618
7.805	0.09803387567540976
7.81	0.09947062104014928
7.815	0.10097581253633207
7.82	0.1025447540565927
7.825	0.10411183253195792
7.83	0.105806021284119
7.835	0.10744522463653611
7.84	0.10920450381458469
7.845	0.11102843115751328
7.85	0.11277898881876088
7.855	0.11442110205983261
7.86	0.11596065801555054
7.865	0.11747692971512766
7.87	0.1189089404303032
7.875	0.1204496513852779
7.88	0.12208693469109963
7.885	0.1238207812575949
7.89	0.12574029882447646
7.895	0.12785242113835435
7.9	0.12997694258326806
7.905	0.13206099500157953
7.91	0.13399294055709426
7.915	0.1357852659203483
7.92	0.13752379928097166
7.925	0.13922667429634256
7.93	0.14106221794382906
7.935	0.14290021873526884
7.94	0.14486463666161856
7.945	0.14686589170377198
7.95	0.14895441236556903
7.955	0.1508903400741705
7.96	0.15263241076844478
7.965	0.15433025218189525
7.97	0.15592495146326046
7.975	0.15748840911569442
7.98	0.15927321054413027
7.985	0.16110895110203324
7.99	0.16325247668768195
7.995	0.16555567402914856
8.0	0.16808967245224485
8.005	0.17060189814132048
8.01	0.17305976605441148
8.015	0.17547315662895488
8.02	0.17766355090224228
8.025	0.17970715011917157
8.03	0.18163194345690925
8.035	0.1835805541321084
8.04	0.18552845185784309
8.045	0.18747016166683397
8.05	0.18954139273162915
8.055	0.19167459077534812
8.06	0.19378335936860377
8.065	0.19583063472640905
8.07	0.1980113575031802
8.075	0.2001574445145336
8.08	0.20237931431540337
8.085	0.20487382119020153
8.09	0.20743585705664488
8.095	0.21018553137790655
8.1	0.21304967469312053
8.105	0.21598369919208693
8.11	0.2188055730640397
8.115	0.22160548555105367
8.12	0.22423780028013496
8.125	0.2269148523587167
8.13	0.22940030519994614
8.135	0.2318488823159858
8.14	0.23434467762586242
8.145	0.23695869864427369
8.15	0.2394470721525513
8.155	0.24202286515062976
8.16	0.2443839658386062
8.165	0.24682762662123994
8.17	0.2492041680760767
8.175	0.25146750463788997
8.18	0.2535789331445741
8.185	0.25584763405960964
8.19	0.25820888446719853
8.195	0.26085170038740185
8.2	0.26351138353662024
8.205	0.2665303895828499
8.21	0.2696491231962262
8.215	0.2728730357318435
8.22	0.27606991193701413
8.225	0.27925236066931197
8.23	0.28227329460352213
8.235	0.28528163692052133
8.24	0.2882031199602976
8.245	0.2909613028282359
8.25	0.29356662569471126
8.255	0.29637196907827423
8.26	0.29920303944153886
8.265	0.3021345423079293
8.27	0.3051322045624673
8.275	0.30828095609066286
8.28	0.3117420212103913
8.285	0.31517422916202875
8.29	0.3184915992984128
8.295	0.3215325506051706
8.3	0.32450924934302405
8.305	0.3272918787688783
8.31	0.3298489916873477
8.315	0.332340258487895
8.32	0.3346293321050238
8.325	0.33705228772780044
8.33	0.33966909597106526
8.335	0.34239296490591187
8.34	0.34538205686696294
8.345	0.3484584842402962
8.35	0.35177758484225763
8.355	0.3553687828345754
8.36	0.3587490810339771
8.365	0.36183965914754257
8.37	0.3647701425584809
8.375	0.36732563074032987
8.38	0.3696209764495433
8.385	0.37175403157857245
8.39	0.373736687820093
8.395	0.37600485927616323
8.4	0.37855951711277175
8.405	0.38137263620801964
8.41	0.38473333937448917
8.415	0.38804822168406417
8.42	0.39144706510597826
8.425	0.3949343522255564
8.43	0.3981787457113902
8.435	0.40132584882978195
8.44	0.4045066253633081
8.445	0.4073582215694221
8.45	0.4104765898511408
8.455	0.4137557424163009
8.46	0.41691075618663204
8.465	0.4202171632981284
8.47	0.423338838136838
8.475	0.42625910021604285
8.48	0.4291383891692806
8.485	0.4318303520927191
8.49	0.43453154238953
8.495	0.4372577543663279
8.5	0.43987734041611065
8.505	0.44262129659150157
8.51	0.4455330174336649
8.515	0.44831754197546964
8.52	0.4508824577526308
8.525	0.45363640421790596
8.53	0.45615787961246135
8.535	0.45869929426089834
8.54	0.46109328699830665
8.545	0.46360919247383003
