# Age (1.0e+03yr)	Probability
8.02	0.00023840905385675846
8.025	0.00032335601719851346
8.03	0.0004082051739979343
8.035	0.0004842500929632315
8.04	0.0005465127265684876
8.045	0.000588636085767984
8.05	0.0006161721846423899
8.055	0.0006307678759711386
8.06	0.0006364492703803061
8.065	0.0006438914295964804
8.07	0.0006499985275645062
8.075	0.00066375860805334
8.08	0.0006859919534854241
8.085	0.0007052556622312541
8.09	0.0007306354801408433
8.095	0.0007518954371137327
8.1	0.0007783063384326593
8.105	0.000805172594315069
8.11	0.0008409623706296652
8.115	0.0008784663522366091
8.12	0.0009226554788037397
8.125	0.0009727277903776975
8.13	0.0010194294842681701
8.135	0.0010718106449780253
8.14	0.001120356538361656
8.145	0.0011641846817567918
8.15	0.0012028243866193053
8.155	0.0012328795325111904
8.16	0.0012635505143983401
8.165	0.0013040582349344084
8.17	0.0013388879675615124
8.175	0.0013839482333068318
8.18	0.001449590569588653
8.185	0.0015368199144789845
8.19	0.0016295053493735505
8.195	0.001732430156114303
8.2	0.0018397571522662244
8.205	0.0019353519524894934
8.21	0.002012809081200756
8.215	0.0020593535462590856
8.22	0.0020863634984816352
8.225	0.0021005132875909984
8.23	0.002097974040854553
8.235	0.002089596643828487
8.24	0.0020916594527061317
8.245	0.0021012916528802567
8.25	0.002130157154502477
8.255	0.002189989548398749
8.26	0.0022531793356223183
8.265	0.0023335062485921165
8.27	0.0024349546580501053
8.275	0.0025337608371137073
8.28	0.002651385584311861
8.285	0.0027493639821498466
8.29	0.0028414902484474873
8.295	0.002940608300018677
8.3	0.0030521005450916835
8.305	0.0031493484773157956
8.31	0.0032423982523897697
8.315	0.0033464630910606157
8.32	0.003459977921653364
8.325	0.0035728467042777786
8.33	0.0036856976797359883
8.335	0.0037925744032647523
8.34	0.003922497423730181
8.345	0.004055782238629928
8.35	0.00422489609878463
8.355	0.004400404769375807
8.36	0.004572730795412157
8.365	0.00475431703951204
8.37	0.004935358733620831
8.375	0.005099284789747896
8.38	0.0052363156222243286
8.385	0.005353382603687752
8.39	0.005477555286487975
8.395	0.00558744735860276
8.4	0.005694115625091475
8.405	0.005795507649494464
8.41	0.0059090092345266566
8.415	0.006033530719883048
8.42	0.006182425637518608
8.425	0.006333703842135685
8.43	0.006509470304253937
8.435	0.006684257952504288
8.44	0.006884673166150829
8.445	0.00704825331033306
8.45	0.007180043791670412
8.455	0.007295671928001252
8.46	0.007434246628448029
8.465	0.0076010930114705074
8.47	0.007834594076115158
8.475	0.008143878031596403
8.48	0.008476130636167574
8.485	0.008837403527171177
8.49	0.00921738226369929
8.495	0.009519389007649402
8.5	0.009774621969634295
8.505	0.009967934462544516
8.51	0.010137812092911461
8.515	0.010328615143857446
8.52	0.010544126314834904
8.525	0.010820224734984289
8.53	0.01114481230975917
8.535	0.011509136481332923
8.54	0.011890719083141484
8.545	0.01230058157228764
8.55	0.012698753171870034
8.555	0.013095861737646807
8.56	0.013470811099560116
8.565	0.013850772793482317
8.57	0.014193288461072366
8.575	0.014537346318072127
8.58	0.0148583757596794
8.585	0.015171228027159027
8.59	0.015475353182877091
8.595	0.015797448978565415
8.6	0.016079020185956434
8.605	0.01640728155937329
8.61	0.016761268700435053
8.615	0.01710097435697253
8.62	0.017446582552280848
8.625	0.01788715222255352
8.63	0.018341092193723853
8.635	0.01888788297406335
8.64	0.019429445465505558
8.645	0.01998427408904925
8.65	0.020509991196513096
8.655	0.02101267411926453
8.66	0.02153299931121492
8.665	0.0220771437257414
8.67	0.02259939913251115
8.675	0.023197354498672888
8.68	0.023863895196069223
8.685	0.02459160220052904
8.69	0.02527039396968765
8.695	0.025931164433595107
8.7	0.02651458295440643
8.705	0.02709550796634175
8.71	0.027606873078724743
8.715	0.028169664251705567
8.72	0.028729179666354736
8.725	0.02931721319778745
8.73	0.029941651601391187
8.735	0.030588234946613026
8.74	0.031225337135986575
8.745	0.03187617621583455
8.75	0.03255625997320345
8.755	0.033218353542621655
8.76	0.0339107003344767
8.765	0.034658216995551924
8.77	0.03537719538722848
8.775	0.03609201632148589
8.78	0.03675261490685695
8.785	0.03742741837065998
8.79	0.03801690333539151
8.795	0.03863078961535246
8.8	0.039289473239215375
8.805	0.039924281414172674
8.81	0.04067072958840762
8.815	0.04146515897468108
8.82	0.042399687551429685
8.825	0.04327212466115848
8.83	0.044232272925558265
8.835	0.045239785012579074
8.84	0.04621751014470946
8.845	0.04717184668841822
8.85	0.04804396700785007
8.855	0.048942962753163434
8.86	0.049837761151252956
8.865	0.05083481872363117
8.87	0.05190212238933105
8.875	0.05308213546601949
8.88	0.05436978617187456
8.885	0.055839117000241335
8.89	0.05739841947045754
8.895	0.058920820444212235
8.9	0.06040250405548701
8.905	0.061742566518734485
8.91	0.06294702084433315
8.915	0.06401701116514673
8.92	0.06492581130250243
8.925	0.0657043689498822
8.93	0.0664372712232657
8.935	0.0671489847100568
8.94	0.0678882185803139
8.945	0.06873349533447869
8.95	0.06962641408612998
8.955	0.07065951393536957
8.96	0.0717729450868205
8.965	0.07303722209852948
8.97	0.0743779378820062
8.975	0.07580356745261908
8.98	0.07735728697513554
8.985	0.07899109853934239
8.99	0.0807486973952857
8.995	0.0825617515622252
9.0	0.0845969547869346
9.005	0.08667002604688413
9.01	0.08883616832547243
9.015	0.0909075576852617
9.02	0.09296721305768933
9.025	0.09476704319158662
9.03	0.09645016411618842
9.035	0.09804641243830532
9.04	0.09946662927194949
9.045	0.10084876120284532
9.05	0.10238281656028424
9.055	0.1039925677499584
9.06	0.10566076212563781
9.065	0.10744239831102036
9.07	0.10921290459502692
9.075	0.11096602477793983
9.08	0.11270264897165094
9.085	0.1142919277716065
9.09	0.11596304209009849
9.095	0.11761715093796231
9.1	0.11931596916002409
9.105	0.12108112461792209
9.11	0.12301669870469462
9.115	0.12493171463912406
9.12	0.12692223442720652
9.125	0.12903570917116783
9.13	0.13098856091521857
9.135	0.13312087814664547
9.14	0.13517172232400299
9.145	0.13729537444435122
9.15	0.13954959543010706
9.155	0.1417652596146538
9.16	0.14400418452099994
9.165	0.14630726611927022
9.17	0.14856698927766104
9.175	0.15066795385115073
9.18	0.15276270242638748
9.185	0.15487964391271994
9.19	0.15690882030745198
9.195	0.15912852559377963
9.2	0.1615669373140775
9.205	0.1642470980452511
9.21	0.16697647673583416
9.215	0.16975904946204956
9.22	0.17263614921290849
9.225	0.1755265507937409
9.23	0.17838830857129337
9.235	0.1812521628605982
9.24	0.18412231225214348
9.245	0.1871195335203637
9.25	0.19011705961119682
9.255	0.19298550374214685
9.26	0.19592692696270048
9.265	0.198479661632112
9.27	0.20081742999691532
9.275	0.20312405119726787
9.28	0.2054244254580877
9.285	0.20766741621593507
9.29	0.2097028945118224
9.295	0.2119116378934645
9.3	0.2142846681791758
9.305	0.21685033574486615
9.31	0.21940467861908722
9.315	0.22208101597614854
9.32	0.2250675559157569
9.325	0.22803283935571234
9.33	0.23105174484253066
9.335	0.23417841513943652
9.34	0.23696307920790174
9.345	0.23972228071829324
9.35	0.24242843691015228
9.355	0.2450745874224835
9.36	0.24763577538253448
9.365	0.25034244386544646
9.37	0.2530630969970347
9.375	0.25614458034225845
9.38	0.2592858392312754
9.385	0.2623375407106164
9.39	0.2656164429668872
9.395	0.26903375827386183
9.4	0.2721909764667135
9.405	0.27517727575216083
9.41	0.2782258698608792
9.415	0.28123506902063694
9.42	0.2845335068244819
9.425	0.2878402280578213
9.43	0.2912457639274836
9.435	0.29457973769090423
9.44	0.2978228383961
9.445	0.3012259636701333
9.45	0.304079433626087
9.455	0.30686414916949495
9.46	0.3095296410009376
