# Age (1.0e+03yr)	Probability
7.065	7.285733161469512e-06
7.07	1.1044145050621536e-05
7.075	1.525947557155876e-05
7.08	1.962940567178188e-05
7.085	2.3002891214211954e-05
7.09	2.6492806849654326e-05
7.095	2.9677106164610374e-05
7.1	3.167903199245709e-05
7.105	3.271873773771046e-05
7.11	3.249411837889827e-05
7.115	3.2248534782379506e-05
7.12	3.050008187895238e-05
7.125	2.9824102066935376e-05
7.13	2.959105961588801e-05
7.135	3.088313927575426e-05
7.14	3.4482488691018485e-05
7.145	3.844090296866632e-05
7.15	4.418078097965191e-05
7.155	4.908652553169533e-05
7.16	5.312820221710866e-05
7.165	5.609872884665634e-05
7.17	5.612981245555257e-05
7.175	5.6763466843831495e-05
7.18	5.7967528660773526e-05
7.185	5.9593123904850115e-05
7.19	6.344951635671339e-05
7.195	6.940903452023739e-05
7.2	7.61477472328724e-05
7.205	8.510835447005205e-05
7.21	9.376242196187808e-05
7.215	0.00010152092324807949
7.22	0.00010619903686357741
7.225	0.00010854281537973551
7.23	0.00010755806956953258
7.235	0.00010363307655512594
7.24	9.398691402794879e-05
7.245	8.145735193061744e-05
7.25	7.128119823500995e-05
7.255	6.147481132033303e-05
7.26	5.7020113044325257e-05
7.265	6.148609549636803e-05
7.27	6.843243939375517e-05
7.275	7.97772972256648e-05
7.28	9.154496298431961e-05
7.285	0.00010231676039946459
7.29	0.00011013154914871368
7.295	0.00011379889463024456
7.3	0.00011383591994860661
7.305	0.00011514260582625681
7.31	0.0001188808109589622
7.315	0.00012788213872446858
7.32	0.00014059016941026954
7.325	0.00015398871072385515
7.33	0.00016723033678146354
7.335	0.00018528339464180828
7.34	0.00020072409035626378
7.345	0.00020980304586125804
7.35	0.00022051058301762405
7.355	0.00022565269708107815
7.36	0.00022675782719697125
7.365	0.0002280624444906073
7.37	0.00022908976702561986
7.375	0.00023147974331019506
7.38	0.0002394048787614065
7.385	0.00025553279776521163
7.39	0.0002760124675367652
7.395	0.0002944570253747448
7.4	0.00031966347123499843
7.405	0.0003371375153446067
7.41	0.0003482493388336574
7.415	0.00034815938867207647
7.42	0.00034571882097937017
7.425	0.0003405202783948806
7.43	0.00033222653309850656
7.435	0.00032755415655296837
7.44	0.00033194751813275987
7.445	0.0003353933174723705
7.45	0.0003445760029289894
7.455	0.00035858097538487405
7.46	0.0003707263660105119
7.465	0.0003738422102412422
7.47	0.00037732283432698167
7.475	0.00037698209833125773
7.48	0.0003719410631638065
7.485	0.00037314403058476807
7.49	0.0003885407168393828
7.495	0.0004098782486770676
7.5	0.00043639504307323325
7.505	0.0004691102746147208
7.51	0.0005089003599673675
7.515	0.0005419410114656186
7.52	0.0005699083947747974
7.525	0.0005950330302001357
7.53	0.0006142351358560694
7.535	0.0006358305848938841
7.54	0.0006603894734368277
7.545	0.0006816432918636972
7.55	0.0007064600816310223
7.555	0.0007222923541956784
7.56	0.000737605778129453
7.565	0.0007414887981187923
7.57	0.0007412980575741949
7.575	0.000738528213435578
7.58	0.0007429136541799064
7.585	0.0007460864299116899
7.59	0.0007480930286649064
7.595	0.0007498217320703768
7.6	0.0007624428451433001
7.605	0.0007740939935787931
7.61	0.0007936410768083582
7.615	0.0008134114809025666
7.62	0.0008444576456762322
7.625	0.0008832243908331405
7.63	0.0009350194606365354
7.635	0.0009766261797950013
7.64	0.0010294673586014997
7.645	0.001068458538174173
7.65	0.0011098533123033475
7.655	0.0011501865016552313
7.66	0.0011821190728497173
7.665	0.0012057510960734054
7.67	0.0012321797845051422
7.675	0.0012453954031275282
7.68	0.0012556951101804978
7.685	0.0012657399248786083
7.69	0.0012851054373617652
7.695	0.0013218720646380538
7.7	0.0013800131644897784
7.705	0.0014381661085151743
7.71	0.0015084752784778979
7.715	0.0015658261993770155
7.72	0.0016094073327084573
7.725	0.0016355657600599523
7.73	0.0016325909231000102
7.735	0.0016178025531294483
7.74	0.0016334673986288402
7.745	0.0016599184395849485
7.75	0.0017172010600514198
7.755	0.0018051554136842216
7.76	0.0019179004141962803
7.765	0.002061309805566565
7.77	0.002192062256750192
7.775	0.0023178516990401536
7.78	0.002436047389714366
7.785	0.0025344482995304195
7.79	0.002617179596406912
7.795	0.002688612145512674
7.8	0.002736780578105782
7.805	0.0027558869826942115
7.81	0.0027716756644336074
7.815	0.0027883588230049093
7.82	0.002807769529548227
7.825	0.0028501733070043123
7.83	0.0029050658459732824
7.835	0.0030057603790546584
7.84	0.003106388129653084
7.845	0.0032148883447195666
7.85	0.0033295793648589517
7.855	0.003426259883574059
7.86	0.003496028158877489
7.865	0.0035570981230121403
7.87	0.003600311183601587
7.875	0.0036445526539410637
7.88	0.0036966087053984563
7.885	0.003745106874171214
7.89	0.0037844887366459377
7.895	0.0038624047601109224
7.9	0.003954267960080336
7.905	0.004065041582532625
7.91	0.004196594166728385
7.915	0.004351799109609439
7.92	0.004532997812170909
7.925	0.004723514245152564
7.93	0.004917925686327689
7.935	0.005124857474091374
7.94	0.005318365210690966
7.945	0.0055034289022454115
7.95	0.005698878252002805
7.955	0.005884697018607626
7.96	0.006013209811120271
7.965	0.006110775240097004
7.97	0.006185683182080889
7.975	0.006208027023233307
7.98	0.006223746873597714
7.985	0.006219231394567321
7.99	0.0062621533856660385
7.995	0.006354216956319758
8.0	0.00651212783122958
8.005	0.006737297000938015
8.01	0.006991113346672836
8.015	0.007246082081484303
8.02	0.007505073860436463
8.025	0.007739417660994628
8.03	0.007918074292668172
8.035	0.00808373949916477
8.04	0.008239714594061018
8.045	0.008397878805455075
8.05	0.008591495099973138
8.055	0.008770592098620553
8.06	0.008976691305082508
8.065	0.00916914639231884
8.07	0.009337163886607198
8.075	0.00949176347598219
8.08	0.009639430514061723
8.085	0.009750483689988997
8.09	0.009886931059354159
8.095	0.010029897122975511
8.1	0.01017383826782369
8.105	0.010351302207877455
8.11	0.010571323130833307
8.115	0.010810805543935778
8.12	0.011091688862674476
8.125	0.011364177543693378
8.13	0.01170623012727372
8.135	0.012078832773300748
8.14	0.012430014810992355
8.145	0.012831411522158274
8.15	0.013242315121478556
8.155	0.013661133196440214
8.16	0.014109330819452155
8.165	0.014543444139631096
8.17	0.01499493005351392
8.175	0.01544778847836228
8.18	0.015892060190738175
8.185	0.016329833760050153
8.19	0.016768538663057733
8.195	0.01714599653721867
8.2	0.017511436121381146
8.205	0.017885198724453526
8.21	0.018163202738428367
8.215	0.01841554409014347
8.22	0.018633575302975793
8.225	0.018840503306523457
8.23	0.019048229448913528
8.235	0.019265679586963028
8.24	0.01949378503000592
8.245	0.019862867030277828
8.25	0.02025411371532835
8.255	0.02074831917496186
8.26	0.02130278034838627
8.265	0.021889812782900468
8.27	0.02246284422497136
8.275	0.023035294530378524
8.28	0.023515113162599632
8.285	0.02393213806626549
8.29	0.024265110574276754
8.295	0.02459871750938609
8.3	0.024962009043780892
8.305	0.025373971796904662
8.31	0.0257857484745621
8.315	0.026313961634819784
8.32	0.026875041091578178
8.325	0.027459621369736335
8.33	0.028007941436660258
8.335	0.02852914690368016
8.34	0.029047198676195988
8.345	0.029652356623151962
8.35	0.030249098949747515
8.355	0.03096106030020307
8.36	0.03166025781954257
8.365	0.032391179601415014
8.37	0.03314963257546438
8.375	0.03383255940166601
8.38	0.03446997123468907
8.385	0.03505505899859339
8.39	0.03561943862874385
8.395	0.036213261798403895
8.4	0.036834085339228446
8.405	0.037458596679721484
8.41	0.03808251487787425
8.415	0.038710800112514605
8.42	0.03927806542074526
8.425	0.039890095819352885
8.43	0.04040531458759642
8.435	0.04095186154227578
8.44	0.0415721185309274
8.445	0.04226206093967959
8.45	0.043131345957818416
8.455	0.044154802136774036
8.46	0.04537172748787776
8.465	0.0466745990047131
8.47	0.0479473141149044
8.475	0.04916497811454157
8.48	0.05026577127256908
8.485	0.05115958512200508
8.49	0.05180672516156554
8.495	0.05243758813252357
8.5	0.05309181663546383
8.505	0.05380978637225238
8.51	0.05456676708041616
8.515	0.05544377719189387
8.52	0.0563877251426816
8.525	0.05720614387449277
8.53	0.05794712149359921
8.535	0.05870496428934708
8.54	0.059369385139139356
8.545	0.060060021267298834
8.55	0.06083057303185965
8.555	0.06178953160027572
8.56	0.06271431414344521
8.565	0.06370101678165792
8.57	0.06473365751260886
8.575	0.06581991595230743
8.58	0.06680432289687811
8.585	0.06776929306484333
8.59	0.06879279248228286
8.595	0.06979842698449212
8.6	0.07069023879699034
8.605	0.07158734351631686
8.61	0.07241579927157676
8.615	0.0732861317563421
8.62	0.07413089144556546
8.625	0.07504076880139766
8.63	0.0760625936274694
8.635	0.07727343473182277
8.64	0.07861889881082809
8.645	0.08018430473533306
8.65	0.08170793810249609
8.655	0.08326338161895828
8.66	0.08490351584437696
8.665	0.08654902182206882
8.67	0.08803016569950527
8.675	0.08938130653170741
8.68	0.09062476949682836
8.685	0.09184043205824526
8.69	0.09305325654854431
8.695	0.0940781536203156
