# Value,	Probability
9.000000	0.000000
9.040404	0.006735
9.080808	0.013469
9.121212	0.020204
9.161616	0.026939
9.202020	0.033673
9.242424	0.040408
9.282828	0.047143
9.323232	0.053878
9.363636	0.060612
9.404040	0.067347
9.444444	0.074082
9.484848	0.080816
9.525253	0.087551
9.565657	0.094286
9.606061	0.101020
9.646465	0.107755
9.686869	0.114490
9.727273	0.121224
9.767677	0.127959
9.808081	0.134694
9.848485	0.141429
9.888889	0.148163
9.929293	0.154898
9.969697	0.161633
10.010101	0.168367
10.050505	0.175102
10.090909	0.181837
10.131313	0.188571
10.171717	0.195306
10.212121	0.202041
10.252525	0.208776
10.292929	0.215510
10.333333	0.222245
10.373737	0.228980
10.414141	0.235714
10.454545	0.242449
10.494949	0.249184
10.535354	0.255918
10.575758	0.262653
10.616162	0.269388
10.656566	0.276122
10.696970	0.282857
10.737374	0.289592
10.777778	0.296327
10.818182	0.303061
10.858586	0.309796
10.898990	0.316531
10.939394	0.323265
10.979798	0.330000
11.020202	0.336735
11.060606	0.343469
11.101010	0.350204
11.141414	0.356939
11.181818	0.363673
11.222222	0.370408
11.262626	0.377143
11.303030	0.383878
11.343434	0.390612
11.383838	0.397347
11.424242	0.404082
11.464646	0.410816
11.505051	0.417551
11.545455	0.424286
11.585859	0.431020
11.626263	0.437755
11.666667	0.444490
11.707071	0.451224
11.747475	0.457959
11.787879	0.464694
11.828283	0.471429
11.868687	0.478163
11.909091	0.484898
11.949495	0.491633
11.989899	0.498367
12.030303	0.484898
12.070707	0.464694
12.111111	0.444490
12.151515	0.424286
12.191919	0.404082
12.232323	0.383878
12.272727	0.363673
12.313131	0.343469
12.353535	0.323265
12.393939	0.303061
12.434343	0.282857
12.474747	0.262653
12.515152	0.242449
12.555556	0.222245
12.595960	0.202041
12.636364	0.181837
12.676768	0.161633
12.717172	0.141429
12.757576	0.121224
12.797980	0.101020
12.838384	0.080816
12.878788	0.060612
12.919192	0.040408
12.959596	0.020204
13.000000	0.000000
