# Value,	Probability
12.000000	0.000000
12.050505	0.006735
12.101010	0.013469
12.151515	0.020204
12.202020	0.026939
12.252525	0.033673
12.303030	0.040408
12.353535	0.047143
12.404040	0.053878
12.454545	0.060612
12.505051	0.067347
12.555556	0.074082
12.606061	0.080816
12.656566	0.087551
12.707071	0.094286
12.757576	0.101020
12.808081	0.107755
12.858586	0.114490
12.909091	0.121224
12.959596	0.127959
13.010101	0.134694
13.060606	0.141429
13.111111	0.148163
13.161616	0.154898
13.212121	0.161633
13.262626	0.168367
13.313131	0.175102
13.363636	0.181837
13.414141	0.188571
13.464646	0.195306
13.515152	0.202041
13.565657	0.208776
13.616162	0.215510
13.666667	0.222245
13.717172	0.228980
13.767677	0.235714
13.818182	0.242449
13.868687	0.249184
13.919192	0.255918
13.969697	0.262653
14.020202	0.269388
14.070707	0.276122
14.121212	0.282857
14.171717	0.289592
14.222222	0.296327
14.272727	0.303061
14.323232	0.309796
14.373737	0.316531
14.424242	0.323265
14.474747	0.330000
14.525253	0.336735
14.575758	0.343469
14.626263	0.350204
14.676768	0.356939
14.727273	0.363673
14.777778	0.370408
14.828283	0.377143
14.878788	0.383878
14.929293	0.390612
14.979798	0.397347
15.030303	0.393980
15.080808	0.383878
15.131313	0.373776
15.181818	0.363673
15.232323	0.353571
15.282828	0.343469
15.333333	0.333367
15.383838	0.323265
15.434343	0.313163
15.484848	0.303061
15.535354	0.292959
15.585859	0.282857
15.636364	0.272755
15.686869	0.262653
15.737374	0.252551
15.787879	0.242449
15.838384	0.232347
15.888889	0.222245
15.939394	0.212143
15.989899	0.202041
16.040404	0.191939
16.090909	0.181837
16.141414	0.171735
16.191919	0.161633
16.242424	0.151531
16.292929	0.141429
16.343434	0.131327
16.393939	0.121224
16.444444	0.111122
16.494949	0.101020
16.545455	0.090918
16.595960	0.080816
16.646465	0.070714
16.696970	0.060612
16.747475	0.050510
16.797980	0.040408
16.848485	0.030306
16.898990	0.020204
16.949495	0.010102
17.000000	0.000000
