# Value,	Probability
8.000000	0.000000
8.030303	0.010101
8.060606	0.020202
8.090909	0.030303
8.121212	0.040404
8.151515	0.050505
8.181818	0.060606
8.212121	0.070707
8.242424	0.080808
8.272727	0.090909
8.303030	0.101010
8.333333	0.111111
8.363636	0.121212
8.393939	0.131313
8.424242	0.141414
8.454545	0.151515
8.484848	0.161616
8.515152	0.171717
8.545455	0.181818
8.575758	0.191919
8.606061	0.202020
8.636364	0.212121
8.666667	0.222222
8.696970	0.232323
8.727273	0.242424
8.757576	0.252525
8.787879	0.262626
8.818182	0.272727
8.848485	0.282828
8.878788	0.292929
8.909091	0.303030
8.939394	0.313131
8.969697	0.323232
9.000000	0.333333
9.030303	0.343434
9.060606	0.353535
9.090909	0.363636
9.121212	0.373737
9.151515	0.383838
9.181818	0.393939
9.212121	0.404040
9.242424	0.414141
9.272727	0.424242
9.303030	0.434343
9.333333	0.444444
9.363636	0.454545
9.393939	0.464646
9.424242	0.474747
9.454545	0.484848
9.484848	0.494949
9.515152	0.505051
9.545455	0.515152
9.575758	0.525253
9.606061	0.535354
9.636364	0.545455
9.666667	0.555556
9.696970	0.565657
9.727273	0.575758
9.757576	0.585859
9.787879	0.595960
9.818182	0.606061
9.848485	0.616162
9.878788	0.626263
9.909091	0.636364
9.939394	0.646465
9.969697	0.656566
10.000000	0.666667
10.030303	0.646465
10.060606	0.626263
10.090909	0.606061
10.121212	0.585859
10.151515	0.565657
10.181818	0.545455
10.212121	0.525253
10.242424	0.505051
10.272727	0.484848
10.303030	0.464646
10.333333	0.444444
10.363636	0.424242
10.393939	0.404040
10.424242	0.383838
10.454545	0.363636
10.484848	0.343434
10.515152	0.323232
10.545455	0.303030
10.575758	0.282828
10.606061	0.262626
10.636364	0.242424
10.666667	0.222222
10.696970	0.202020
10.727273	0.181818
10.757576	0.161616
10.787879	0.141414
10.818182	0.121212
10.848485	0.101010
10.878788	0.080808
10.909091	0.060606
10.939394	0.040404
10.969697	0.020202
11.000000	0.000000
