# Value,	Probability
3.000000	0.000000
3.035354	0.010102
3.070707	0.020204
3.106061	0.030306
3.141414	0.040408
3.176768	0.050510
3.212121	0.060612
3.247475	0.070714
3.282828	0.080816
3.318182	0.090918
3.353535	0.101020
3.388889	0.111122
3.424242	0.121224
3.459596	0.131327
3.494949	0.141429
3.530303	0.151531
3.565657	0.161633
3.601010	0.171735
3.636364	0.181837
3.671717	0.191939
3.707071	0.202041
3.742424	0.212143
3.777778	0.222245
3.813131	0.232347
3.848485	0.242449
3.883838	0.252551
3.919192	0.262653
3.954545	0.272755
3.989899	0.282857
4.025253	0.292959
4.060606	0.303061
4.095960	0.313163
4.131313	0.323265
4.166667	0.333367
4.202020	0.343469
4.237374	0.353571
4.272727	0.363673
4.308081	0.373776
4.343434	0.383878
4.378788	0.393980
4.414141	0.404082
4.449495	0.414184
4.484848	0.424286
4.520202	0.434388
4.555556	0.444490
4.590909	0.454592
4.626263	0.464694
4.661616	0.474796
4.696970	0.484898
4.732323	0.495000
4.767677	0.505102
4.803030	0.515204
4.838384	0.525306
4.873737	0.535408
4.909091	0.545510
4.944444	0.555612
4.979798	0.565714
5.015152	0.565714
5.050505	0.552245
5.085859	0.538776
5.121212	0.525306
5.156566	0.511837
5.191919	0.498367
5.227273	0.484898
5.262626	0.471429
5.297980	0.457959
5.333333	0.444490
5.368687	0.431020
5.404040	0.417551
5.439394	0.404082
5.474747	0.390612
5.510101	0.377143
5.545455	0.363673
5.580808	0.350204
5.616162	0.336735
5.651515	0.323265
5.686869	0.309796
5.722222	0.296327
5.757576	0.282857
5.792929	0.269388
5.828283	0.255918
5.863636	0.242449
5.898990	0.228980
5.934343	0.215510
5.969697	0.202041
6.005051	0.188571
6.040404	0.175102
6.075758	0.161633
6.111111	0.148163
6.146465	0.134694
6.181818	0.121224
6.217172	0.107755
6.252525	0.094286
6.287879	0.080816
6.323232	0.067347
6.358586	0.053878
6.393939	0.040408
6.429293	0.026939
6.464646	0.013469
6.500000	0.000000
