# Value,	Probability
2.000000	0.000134
2.080808	0.000184
2.161616	0.000252
2.242424	0.000343
2.323232	0.000463
2.404040	0.000621
2.484848	0.000828
2.565657	0.001096
2.646465	0.001442
2.727273	0.001884
2.808081	0.002447
2.888889	0.003156
2.969697	0.004045
3.050505	0.005151
3.131313	0.006516
3.212121	0.008189
3.292929	0.010224
3.373737	0.012683
3.454545	0.015630
3.535354	0.019137
3.616162	0.023279
3.696970	0.028132
3.777778	0.033776
3.858586	0.040288
3.939394	0.047743
4.020202	0.056209
4.101010	0.065746
4.181818	0.076400
4.262626	0.088204
4.343434	0.101167
4.424242	0.115281
4.505051	0.130509
4.585859	0.146787
4.666667	0.164021
4.747475	0.182085
4.828283	0.200822
4.909091	0.220047
4.989899	0.239542
5.070707	0.259067
5.151515	0.278361
5.232323	0.297144
5.313131	0.315130
5.393939	0.332030
5.474747	0.347559
5.555556	0.361447
5.636364	0.373443
5.717172	0.383326
5.797980	0.390909
5.878788	0.396048
5.959596	0.398642
6.040404	0.398642
6.121212	0.396048
6.202020	0.390909
6.282828	0.383326
6.363636	0.373443
6.444444	0.361447
6.525253	0.347559
6.606061	0.332030
6.686869	0.315130
6.767677	0.297144
6.848485	0.278361
6.929293	0.259067
7.010101	0.239542
7.090909	0.220047
7.171717	0.200822
7.252525	0.182085
7.333333	0.164021
7.414141	0.146787
7.494949	0.130509
7.575758	0.115281
7.656566	0.101167
7.737374	0.088204
7.818182	0.076400
7.898990	0.065746
7.979798	0.056209
8.060606	0.047743
8.141414	0.040288
8.222222	0.033776
8.303030	0.028132
8.383838	0.023279
8.464646	0.019137
8.545455	0.015630
8.626263	0.012683
8.707071	0.010224
8.787879	0.008189
8.868687	0.006516
8.949495	0.005151
9.030303	0.004045
9.111111	0.003156
9.191919	0.002447
9.272727	0.001884
9.353535	0.001442
9.434343	0.001096
9.515152	0.000828
9.595960	0.000621
9.676768	0.000463
9.757576	0.000343
9.838384	0.000252
9.919192	0.000184
10.000000	0.000134
